response_id,participant_id,source_file,response_kind,text,char_len,word_len,order,puzzle_id,final_difficulty,immediate_difficulty,skill_nonogram,codeable,n_codes,code_FOOT,code_CLUE,code_PROP,code_AMBIG,code_GUESS,code_HINT,code_ERR,code_LEARN,code_LOAD,code_VIS,code_TIME,code_UI,code_AFF,code_S_FORCED,code_S_CONSTR,code_S_OVERLAP,code_S_EDGE,code_S_CROSS,code_S_NEG,code_S_TRIAL,code_S_HINT,codes_str
R0199,P067,Riyad-p15.ndjson,rating_reason,it was hard because I needed a hint.,36,8,2.0,4.0,3.0,3.0,5.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0200,P067,Riyad-p15.ndjson,rating_reason,,3,1,3.0,1.0,-1.0,-1.0,5.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0201,P068,Riyad-p16.ndjson,rating_reason,"playing for first time(did not have many strategies), maybe only one fixed arrangement at the start",99,16,1.0,3.0,4.0,4.0,6.0,True,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN|FOOT
R0202,P068,Riyad-p16.ndjson,rating_reason,"took less time than the first. had some experience and learned some strategies from previous puzzle, two fixed arrangements this time?",134,21,2.0,5.0,3.0,3.0,6.0,True,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN|FOOT
R0203,P068,Riyad-p16.ndjson,rating_reason,,3,1,3.0,2.0,-1.0,-1.0,6.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0204,P001,Bing-p1.ndjson,strategy,"Solve the rows/columns that could be filled in without variation (e.g., 4-1-3) first, then look at all other columns/rows that required the most black spaces and find all possible variations of where the black squares could go. Cross off any white spaces as soon as possible, and solve the lines with the least amount of black squares last.",340,58,,,,,6.0,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,S_FORCED|S_CONSTR|S_OVERLAP|S_NEG
R0205,P001,Bing-p1.ndjson,comments,The nonograms not being pictures can make it feel harder since it's easier to guess black squares for those kinds of puzzles even if you don't rely on the numbers.,163,30,,,,,6.0,True,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,VIS|GUESS
R0206,P001,Bing-p1.ndjson,size_experience_other,"Pokemon Picross (many different sizes but has ""abilities"" to help solve squares",79,12,,,,,6.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0207,P002,Bing-p2.ndjson,strategy,"Avoid guessing no matter what. Whenever I am not sure what is my next step, I will wait for the hint. This is because I dont want to adjust my previous steps. All of my next step is rely on previous steps are correct.",217,44,,,,,7.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S_HINT
R0208,P002,Bing-p2.ndjson,comments,the way I rate the difficulty is based on the time I need to wait for hint.,75,17,,,,,7.0,True,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT
R0209,P002,Bing-p2.ndjson,size_experience_other,,3,1,,,,,7.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0210,P003,Bing-p3.ndjson,strategy,"Mostly check for forced moves; consider the amount of unclear blocks against the number of blocks a hint gives you info for. For example 5 2 1 is a forced config because you have 5 + 2 + 1 which is 8 solid blocks with 2 guaranteed gaps, which tells you this is a 10 block hint which is your forced move on an opener.

If you click a block due to this forced move that is the edge of a row/column, you can then extend off of that block given those row/column's corresponding hints.

When you have a 4 block guaranteed to be within a 7 block span, and you have 1 block placed already, you know that some neighbours of that block is guaranteed due to limited space.

Right clicking guaranteed non-usable spaces helped.

I also used the meta gaming of the hint button to my advantage as a ""debugger"" to check if I placed anything incorrectly so far; I would imagine someone can use it as a gamble check, but I didn't want to use it because of the disaster situation which happened to me in game 3.",993,191,,,,,2.0,True,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,S_FORCED|S_EDGE|S_OVERLAP|S_NEG|S_HINT
R0211,P003,Bing-p3.ndjson,comments,Hints refreshed too fast.,25,4,,,,,2.0,True,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HINT|UI
R0212,P003,Bing-p3.ndjson,size_experience_other,,3,1,,,,,2.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0213,P004,Bing-p4.ndjson,strategy,find if you can add any row or column number added up with gaps equal to 10 and fill it first,93,21,,,,,1.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S_FORCED
R0214,P004,Bing-p4.ndjson,comments,the last one is kinda hard for me cuz the numbers of each row and column is the multiple of previous,100,21,,,,,1.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE
R0215,P004,Bing-p4.ndjson,size_experience_other,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0216,P005,Bing-p5.ndjson,strategy,"First check for rows that only have one combination (ex. 10, 4 5, 3 6, etc.). These can be filled in automatically. Then, if any squares along the edges are filled in, that means any start/end numbers from the rows/columns can be automatically filled in as well (it's kinda hard to explain...). For some combinations, there are squares that will always be filled, so I filled those in (ex. if the row is just 6, then the 5th and 6th square in the row will always be filled no matter where the full 6 line is).",509,96,,,,,8.0,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,S_FORCED|S_EDGE|S_OVERLAP
R0217,P005,Bing-p5.ndjson,comments,"Not being used to the UI made it kind of hard. Specifically how when you multi-select any area, it automatically swaps the colouring of the square. So for the last puzzle, I think that feature made me not realize some of my squares got swapped. This then made me realize near the end that I had to restart since the squares weren't selected properly.",350,64,,,,,8.0,True,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,UI|ERR
R0218,P005,Bing-p5.ndjson,size_experience_other,,3,1,,,,,8.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0219,P006,Bing-p6.ndjson,strategy,determine the fixed lines first,31,5,,,,,6.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S_FORCED
R0220,P006,Bing-p6.ndjson,comments,what makes it hard: the given numbers are small,47,9,,,,,6.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE
R0221,P006,Bing-p6.ndjson,size_experience_other,,3,1,,,,,6.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0222,P007,Bing-p7.ndjson,strategy,I fill all rows first with minimum separation between black boxes then try to fill columns. Unless there is a really big chunk I can use since there's only one possible layout,175,32,,,,,1.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,S_FORCED|S_CROSS
R0223,P007,Bing-p7.ndjson,comments,puzzle with 1 8 or 8 1 hints are significantly easier,53,11,,,,,1.0,True,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE|FOOT
R0224,P007,Bing-p7.ndjson,size_experience_other,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0225,P008,Bing-p8.ndjson,strategy,"first do certain things, then do uncertain things. make guess only if it's a binary option",90,16,,,,,5.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,S_FORCED|S_TRIAL
R0226,P008,Bing-p8.ndjson,comments,no,2,1,,,,,5.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0227,P008,Bing-p8.ndjson,size_experience_other,,3,1,,,,,5.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0228,P009,Bing-p9.ndjson,strategy,"I would try to add numbers together. If the numbers and the spaces add up to 10, it becomes certain. I would put X on those grid which cannot be black. Since there is no penalty for using the hint, the best strategy is to use it as soon as possible.",249,51,,,,,8.0,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,S_FORCED|S_NEG|S_HINT
R0229,P009,Bing-p9.ndjson,comments,Smaller numbers would increase the uncertainity.,48,6,,,,,8.0,True,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE|AMBIG
R0230,P009,Bing-p9.ndjson,size_experience_other,,3,1,,,,,8.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0231,P010,Bing-p10.ndjson,strategy,"find the lines that add up to 10 (including spaces)
Figuring out which of the numbers the cells are a part of helped so I could cross out a lot of nearby squares
For big numbers, you can usually get the center squares for free",226,45,,,,,6.0,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,S_FORCED|S_NEG|S_OVERLAP
R0232,P010,Bing-p10.ndjson,comments,"In a lot of other nonograms, they usually form a picture so you kind of get a free hint as to what the general shape should look like but these ones were more random",165,34,,,,,6.0,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,VIS
R0233,P010,Bing-p10.ndjson,size_experience_other,,3,1,,,,,6.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0234,P011,Bing-p11.ndjson,strategy,"I tried to figure out if there were any columns or rows where all the black and white spaces added up to 10. Once filling those in, tried to fill in any other deductions, crossed out all the blank spaces for places I knew had the right solution. Then for the rest, I tried to see if there were any overlaps between the leftmost/topmost and rightmost/bottommost solutions, and filled in black for the squares I thought had to be black. After that I repeated the process until I ran out of logical deductions and started guessing with assistance from the hints.",559,101,,,,,5.0,True,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,S_FORCED|S_NEG|S_OVERLAP|S_TRIAL|S_HINT
R0235,P011,Bing-p11.ndjson,comments,"Puzzle 3 probably felt less hard than 2 because I'd already had practice from doing the previous puzzles. I think I measure how easy or hard a puzzle is based on how much information is given that guarantees I can fill in something for a square at the start of a puzzle, and how many times I have to guess something and verify the answer via a hint. 2 felt the hardest for me because I had to actually wait for hints to arrive because I ran out of things to fill in for the puzzle that I knew were correct.",506,101,,,,,5.0,True,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN|FOOT|GUESS|HINT
R0236,P011,Bing-p11.ndjson,size_experience_other,,3,1,,,,,5.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0237,P012,Bing-p12.ndjson,strategy,"First I would look for the rows with larger numbers or more number to fill out the rows. Once that was filled in, it made it a lot easier to place corresponding values for the perpendicular row/columns because I was able to determine roughly where some of the boxes should be filled in. I also made sure to cross out any boxes on either side of a ""completed"" section so that I wouldn't accidentally add more later.",414,77,,,,,3.0,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,S_CONSTR|S_CROSS|S_NEG
R0238,P012,Bing-p12.ndjson,comments,I think generally puzzles with smaller numbers were harder to complete.,71,11,,,,,3.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE
R0239,P012,Bing-p12.ndjson,size_experience_other,,3,1,,,,,3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0240,P013,Bing-p13.ndjson,strategy,"I would start with a row/column that had only one possible answer, or one that had a lot of overlap in possible answers. I would then look to the crossing column/rows and work from there. I never had to guess cells because there were always enough columns/rows with enough information to deduce some black squares.",314,55,,,,,9.0,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,S_FORCED|S_OVERLAP|S_CROSS
R0241,P013,Bing-p13.ndjson,comments,"These puzzles were pretty straightforward for me because I used to (~4 years ago) play nonogram a lot on my phone, so the strategy comes quite easily.",150,27,,,,,9.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0242,P013,Bing-p13.ndjson,size_experience_other,,3,1,,,,,9.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0243,P014,Bing-p14.ndjson,strategy,"Fill the most restrictive conditions first, then test possibilities from most to least restrictive",98,14,,,,,5.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,S_CONSTR|S_OVERLAP
R0244,P014,Bing-p14.ndjson,comments,"Multiple intermediate steps seemed possible, but only one worked in the end",75,12,,,,,5.0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMBIG
R0245,P014,Bing-p14.ndjson,size_experience_other,,3,1,,,,,5.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0246,P015,Bing-p15.ndjson,strategy,,3,1,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0247,P015,Bing-p15.ndjson,comments,,3,1,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0248,P015,Bing-p15.ndjson,size_experience_other,,3,1,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0249,P016,Bing-p16.ndjson,strategy,"- Looking for full rows and columns first and marking all boxes I am sure are white
- When filling end or near-end boxes, checking the corresponding row/column to fill their end boxes
- For near-full rows, filling in the guaranteed boxes (e.g. for 4 4, the guaranteed boxes would be 2-4, 7-9)
- For sparse columns, using X boxes to ""try"" fitting groups and seeing if I can eliminate other boxes from there (e.g. for something like 1 2 1 if a 2 can only fit the second half of the board, then that immediately tells me that the 1 after it must be int he second half too, usually can deduce more Xs from this)
- When filling a row, immediately checking if that adds information to deduce for their columns (and vice versa).
- Checking different rows and columns rapidly rather than fixating and trying to immediately solve a section or such",838,155,,,,,9.0,True,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,S_FORCED|S_EDGE|S_OVERLAP|S_NEG|S_CROSS
R0250,P016,Bing-p16.ndjson,comments,"These puzzles didn't have clear symmetry, which I suppose made them ""not easy""",78,13,,,,,9.0,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,VIS
R0251,P016,Bing-p16.ndjson,size_experience_other,,3,1,,,,,9.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0252,P017,Bing-p17.ndjson,strategy,Pick the row/column with the largest sum and separate entries(2 2 2 1) and try to fix the only solution. Use the hint to check if black boxes are correct.,154,30,,,,,1.0,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,S_CONSTR|S_FORCED|S_HINT
R0253,P017,Bing-p17.ndjson,comments,"If the hint don't prioritize wrong black boxes and is just random, the puzzle would be harder(?)",96,17,,,,,1.0,True,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HINT|UI
R0254,P017,Bing-p17.ndjson,size_experience_other,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0255,P018,Bing-p18.ndjson,strategy,Starting with the row/column with the largest sum or the largest # of #s (determining which squares MUST be black / MUST be white) and then making a few educated guesses until I encountered a contradiction,205,36,,,,,3.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,S_CONSTR|S_TRIAL
R0256,P018,Bing-p18.ndjson,comments,"The puzzles felt easier when I was given hints, since it let me determine whether the previous guesses I made were correct or incorrect (more often incorrect ...) or maybe I made too many guesses",195,35,,,,,3.0,True,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HINT|GUESS
R0257,P018,Bing-p18.ndjson,size_experience_other,,3,1,,,,,3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0258,P019,Bing-p19.ndjson,strategy,"Some strategies I used:
- If there aren't any obvious rows/columns, starting off with the largest numbers/most numbers and checking the two opposing arrangements to see what squares are in common and must be filled (e.g. a 3 4 guarantees the third, seventh and eighth squares are filled)
- if a row/column on the edge gets completed, its easy to get the first or last number in that row/column based on it",405,72,,,,,8.0,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,S_CONSTR|S_OVERLAP|S_EDGE
R0259,P019,Bing-p19.ndjson,comments,The fact that it is a 10x10 inherently made the puzzles pretty simple but I'd say that they're still on the harder side of possible 10x10s,138,26,,,,,8.0,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,VIS
R0260,P019,Bing-p19.ndjson,size_experience_other,,3,1,,,,,8.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0261,P020,Bing-p20.ndjson,strategy,"Looking at where the big numbers were, for ex. 6 or 8, and seeing where the cells definitely have to be black because of the overlap of the large number. Or, cells that had a lot of numbers, such as 1, 1, 1, 1, 2 or something like that, where the white cells in between mean there is an easy way to figure out the only possible order.",334,68,,,,,7.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,S_CONSTR|S_OVERLAP
R0262,P020,Bing-p20.ndjson,comments,"Practice definitely made it easier, and the hints helped also build confidence and expadite the process",103,16,,,,,7.0,True,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,LEARN|HINT|AFF
R0263,P020,Bing-p20.ndjson,size_experience_other,,3,1,,,,,7.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0264,P021,Bing-p21.ndjson,strategy,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0265,P021,Bing-p21.ndjson,comments,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0266,P021,Bing-p21.ndjson,size_experience_other,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0267,P022,Bing-p22.ndjson,strategy,"First, I find clues that sum up the most. Then I check if I can use that clue to fill in all the blocks with black or ""x""; if yes, I'll fill them up; if not, I will then look for other clue.

In the middle of the puzzle, I check all clues for each line and see if I can fill up any blocks or cross out any blocks.",313,70,,,,,6.0,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,S_CONSTR|S_FORCED|S_NEG|S_CROSS
R0268,P022,Bing-p22.ndjson,comments,"For me, the key to the puzzle is that you need to find a line that you are able to fill the whole line with the given clue. It will be harder if this kind of clue is less, and easier if there are many of this kind of clue.",222,50,,,,,6.0,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT
R0269,P022,Bing-p22.ndjson,size_experience_other,,3,1,,,,,6.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0270,P023,Bing-p23.ndjson,strategy,I went row by row,17,5,,,,,1.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0271,P023,Bing-p23.ndjson,comments,no!,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0272,P023,Bing-p23.ndjson,size_experience_other,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0273,P024,Bing-p24.ndjson,strategy,"I liked to make my best guess and then use the hint feature to tell me whether or not I was right, and then use that information to keep making educated guesses / deducing the next right thing I could fill in.",209,42,,,,,1.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,S_TRIAL|S_HINT
R0274,P024,Bing-p24.ndjson,comments,"No, I think I answered this in my other questions.",50,10,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0275,P024,Bing-p24.ndjson,size_experience_other,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0276,P025,Juliana-p1.ndjson,strategy,"fill out guaranteed rows, and just proceed logically from there",63,10,,,,,8.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,S_FORCED|S_CROSS
R0277,P025,Juliana-p1.ndjson,comments,"the last one had a bit of difficulties dealing with all the 1's, since they blend together and look funny",105,20,,,,,8.0,True,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CLUE|VIS
R0278,P025,Juliana-p1.ndjson,size_experience_other,,3,1,,,,,8.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0279,P026,Juliana-p2.ndjson,strategy,"I filled in the most obvious clues first, like two numbers adding to 9, and then tried to solve the others using that information.",130,24,,,,,1.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,S_FORCED|S_CROSS
R0280,P026,Juliana-p2.ndjson,comments,"I didn't want to guess in case I got a square wrong, but that also made the puzzle harder because I didn't really have any more clues to help me.",145,30,,,,,1.0,True,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUESS|FOOT
R0281,P026,Juliana-p2.ndjson,size_experience_other,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0282,P027,Juliana-p3.ndjson,strategy,I would look at how many numbers there are on the side and how many black blocks they each correspond to. I'd use a formula of (# of Black blocks in the row) + (number hints - 1) = 10. This tells me whether each block is separated by only 1 cross block.,253,53,,,,,6.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S_FORCED
R0283,P027,Juliana-p3.ndjson,comments,I think it still took me some time to get into the mode of working it.,70,16,,,,,6.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0284,P027,Juliana-p3.ndjson,size_experience_other,,3,1,,,,,6.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0285,P028,Juliana-p4.ndjson,strategy,"I feel like it's better to use hints especially at the very beginning, but I had a lot left when finished. 
So the time interval of giving hints seems meaningful for me cause it helps but it doesn't spoil the game.",214,41,,,,,1.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,S_HINT
R0286,P028,Juliana-p4.ndjson,comments,"Maybe for beginner, it takes some time to think the strategies.",63,11,,,,,1.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0287,P028,Juliana-p4.ndjson,size_experience_other,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0288,P029,Juliana-p5.ndjson,strategy,"1. start with the rows & columns with only 1 possible solution
2. see if there's any overlap between possible solutions (ex. 1 box is always black)
- repeat these 2 steps",170,32,,,,,8.0,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,S_FORCED|S_OVERLAP|S_CROSS
R0289,P029,Juliana-p5.ndjson,comments,It was a bit hard to do without additional annotations (like specific possibilities) as I had to remember them and that confused me sometimes as sometimes I would remember them wrong,182,31,,,,,8.0,True,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,LOAD|UI
R0290,P029,Juliana-p5.ndjson,size_experience_other,,3,1,,,,,8.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0291,P030,Juliana-p6.ndjson,strategy,Reasoning based on certain ones,31,5,,,,,3.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,S_FORCED
R0292,P030,Juliana-p6.ndjson,comments,,2,1,,,,,3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0293,P030,Juliana-p6.ndjson,size_experience_other,,3,1,,,,,3.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0294,P031,Juliana-p7.ndjson,strategy,"I started doing the vertical rows, then I would complete the horizontal rows, and then go through what I had selected and edit my selections to match the numbers for each row.",175,32,,,,,1.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,S_CROSS
R0295,P031,Juliana-p7.ndjson,comments,"What made the puzzle harder for me was never having done nonograms, therefore, it took me a few tries to see what method would work best for me and the way that my mind understands logic games.",193,37,,,,,1.0,True,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEARN
R0296,P031,Juliana-p7.ndjson,size_experience_other,,3,1,,,,,1.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0297,P032,Michael-p1.ndjson,strategy,"Some hints provided that the whole row/column must be filled out a certain way. When blocks were on the edge, I knew exactly how much to increase them. If I had to fill a line somewhere, I could use the max/min of its length to know where some blocks must be.",259,51,,,,,5.0,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,S_FORCED|S_EDGE|S_OVERLAP
R0298,P032,Michael-p1.ndjson,comments,Keeping track of what has been filled out made things overall harder.,69,12,,,,,5.0,True,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LOAD
R0299,P032,Michael-p1.ndjson,size_experience_other,,3,1,,,,,5.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0300,P033,Michael-p2.ndjson,strategy,"lines that added to 10 first, then figuring out what i could do from there. i used the X a lot to give me information about where black squares definitely could not go.",168,33,,,,,2.0,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,S_FORCED|S_NEG
R0301,P033,Michael-p2.ndjson,comments,"easy: more information (more lines that add to 10) and less options
hard: not really knowing how to puzzle, figuring out initial strategies.",140,23,,,,,2.0,True,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FOOT|AMBIG|LEARN
R0302,P033,Michael-p2.ndjson,size_experience_other,,3,1,,,,,2.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R0303,P034,Michael-p3.ndjson,strategy,i first filled the black ones with a lot of connective numbers(i.e. 7~10) and then focus on the smaller ones(i.e. 4~6).,119,21,,,,,7.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,S_CONSTR
R0304,P034,Michael-p3.ndjson,comments,"like when there are a lot of smaller connective numbers such as ""1 1 1 1 "" and ""1 2 1""",86,21,,,,,7.0,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUE
R0305,P034,Michael-p3.ndjson,size_experience_other,,3,1,,,,,7.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
